,SID31004,SID31009,SID31021,SID31071,SID31112,SID31129,SID31159,SID31160,SID31188,SID31219,SID31223,SID31236,SID31237,SID31267,SID31276,SID31285,SID31300,SID31328,SID31333,SID31343,SID31360,SID31367,SID31379,SID31416,SID31428,SID31446,SID31450,SID31452,SID31489,SID31493,SID31512,SID31519,SID31537,SID31549,SID31557,SID31637,SID31685,SID31700,SID31711,SID31714,SID31723,SID31749,SID31750,SID31766,SID31865,SID31866,SID31868,SID31870,SID31871,SID31872,SID31873,SID31874,SID31875,SID31876,SID31877,SID31878,SID31879,SID31880,SID31881,SID31883,SID31884,SID530050,SID530052,SID530055,SID530074,SID530075,SID530119,SID530154,SID530163,SID530167,SID530177,SID530215,SID530227,SID530251,SID530258,SID530295,SID530315,SID530331,SID530364,SID530368,SID530373,SID530394,SID530444,SID530451,SID530890,SID531128,SID531155,SID531248,SID531274,SID531277,SID531281,SID531333,SID531352,SID531361,SID531382,SID531414,SID531416,SID531424,SID531469,SID531766,SID531775,SID532749,SID532779,SID532796,SID532802,SID532826,SID532915
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii,2090,0,0,3662,0,0,0,0,9971,0,0,320385,351,167813,25853,0,0,339930,0,0,0,155653,25095,0,0,0,0,0,0,7227,0,57068,0,40920,0,0,0,270464,0,0,0,0,0,0,100311,14970,235604,0,0,0,438453,2929365,84788,2551994,304,0,65964,2054648,311641,1433,0,0,0,0,14034,0,35317,0,0,0,0,0,0,0,20585,0,1246,0,38915,0,109052,0,0,0,1917218,0,0,0,0,1744527,0,14630,0,0,5679074,931333,172277,41243,3262,0,1870,0,0,1857709,275260,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,2086,80665,270463,2858733,3383457,158700,5085,694280,95525,10084,28178,1342450,19371,497629,21321,2224123,3781665,1868743,0,630872,987703,77010,88,0,470849,6087,0,1442,156194,29778,106133,334716,0,645612,0,153244,225831,1518350,0,107389,550,5170867,1712641,4629075,2006452,156926,299432,0,257695,576435,246224,1881308,7938266,1042262,1642581,3185890,43720,26892,86058,81440,100745,1385772,620896,747858,0,980593,1267285,818670,7470,1201683,637764,724860,0,328630,782895,190937,244814,9802,353,448532,4729140,785823,591193,3306085,846495,208087,13989428,462500,2837,1005356,77759,286807,0,1576,0,65782,1439851,0,6439669,120564,8515,0,3654682,505427,858313,5621693,21082
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183,1583,0,0,2493,0,215,0,0,0,0,0,0,4007,0,0,0,0,0,0,0,0,0,1892,0,0,0,0,0,0,0,0,0,4207,0,0,0,0,0,847,0,0,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,721,3402,0,0,0,0,0,0,0,0,0,2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,11453,1153,0,0,18085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36225,0,0,0,0,0,0,7041,0,0,0,0,10475,0,0,0,0,0,0,0,2885,0,0,0,0,0,0,0,629,0,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,1002,0,192179,0,0,0,0,0,8511,0,0,91174,0,102951,11175,0,0,0,0,0,0,0,0,0,0,0,0,25060,0,0,0,30555,0,0,0,0,0,67165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068410,0,145314,0,0,0,0,0,0,0,0,15010,11456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9176,542624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii,867,0,0,0,0,0,0,0,0,0,0,642,2074,0,0,0,0,0,0,0,0,0,7007,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus,753,413135,738825,7704,0,50581,392,150916,0,307667,11319,169741,258148,34180,33213,156139,228933,644248,547,399,1292,37318,99989,612412,24757,1519,16841,102778,560493,77849,626124,445769,394269,869116,68793,128839,673236,56300,1143,468738,86264,416190,1132142,1039553,1254095,349479,50470,3486,60551,553516,20884,18722,94399,49466,223725,270743,78184,58570,117755,39291,254137,151524,64753,514777,1336,211371,488297,0,569060,123489,825463,169172,131341,920,242688,422059,170963,25690,1606242,14944,1910,256953,140257,52924,83831,3257,307762,33094,0,654409,853,325015,8101,563,3663,1119,539729,0,19365,109829,737333,23507,5621,83682,448,273596,72527
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_HMSC034E03,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens,634,0,0,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,751,1144,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,2017,0,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes,393,403,0,12088,580,263,848,695,12575,0,2268,88,864,684,2719,897,0,3915,1339,0,0,0,5424,0,0,0,868,18996,2439,774,0,0,0,38787,211,0,1129,133,0,249,0,23424,896,0,0,0,0,89,718,434,6810,0,378,1224,0,403,3540,1993,20056,0,1093,514,397,500,80,441,574,0,884,0,0,0,0,0,22827,5772,578,0,521,796,0,0,4212,10757,1358,15608,0,3825,0,201,0,0,0,0,13013,0,0,0,0,0,0,0,0,0,9097,0,98376
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5821,0,0,0,0,0,0,1026,0,0,0,590,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,0,0,0,0,0,16470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,323,6631,563053,6519,2079,51476,34817,5349,1507,86947,1483,129874,162227,35538,7711,43020,63052,9536,4762,97792,163023,92729,801012,867937,65638,46330,256178,31400,403973,17885,417860,234045,444072,28215,221629,84961,17172,1386,70969,11117,112035,475680,309070,128470,197524,636817,38007,169358,8978,183512,15762,468,17142,40689,66190,186790,25068,30927,10543,109909,15219,64419,30323,29803,227321,12385,358144,0,409733,3216,581519,219600,55915,194096,58177,53479,25080,16279,554009,1219532,51584,130677,18400,8304,31789,4579,169232,1287,611,15917,16139,548684,846587,3141,66361,98041,111484,0,72099,13991,25190,142602,0,8618,3070,21027,43180
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24,254,0,0,144195,0,0,0,0,0,0,0,0,0,1508,0,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5045,0,0,0,282787,0,0,0,162342,17610,0,0,0,0,0,0,0,0,1251,0,0,0,0,84006,0,0,0,0,0,0,0,0,1006,0,0,0,104953,0,0,0,0,0,0,0,0,0,0,16187,0,0,0,2711,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180,0,13422177,0,0,0,0,0,1601822,47445,0,1626251,0,2088461,0,1855932,4282702,0,3364895,892900,0,4702324,326100,0,1332,0,1383,0,1411036,217055,176341,0,0,0,3132804,0,6562,0,6986417,402,0,863,1730284,2337907,1404865,13584,75796,2520657,489,0,4823,2121620,7005,641052,3899966,856541,0,0,0,224953,182371,0,0,0,0,0,147648,0,0,0,0,0,0,0,0,0,151283,0,294960,1140,0,0,18000,0,3660423,0,0,4457,1138612,1577,0,214029,12257,0,2884699,0,2486378,248167,0,29110,4082483,8013860,0,0,3465461,2942098,1241263,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,0,509501,0,2826,0,0,5483,0,146304,0,78948,82346,2160,29547,105699,0,0,80985,48214,182339,0,56497,92465,17140,0,470,0,210473,4004,9584,0,43313,0,142259,2376,0,157154,134196,0,0,0,306676,148620,0,16536,190823,94764,0,33045,0,220622,4577,402774,981870,2827139,916125,117760,532399,1092911,597256,87210,843146,0,0,12461,12513,44774,0,0,457,6940,31278,0,0,79880,54756,3712,0,52692,59316,0,0,4308,0,323587,657785,57709,115380,12692,280266,6233,19214,243060,0,790726,0,60176,9275,1470932,0,3080,142941,1653311,752771,1236108,0,1274
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182,0,397996,0,0,0,0,0,9935,130458,53772,0,0,1092758,0,7484,0,0,33971,0,0,0,0,0,0,0,0,0,0,31418,0,0,0,0,511013,0,0,0,338588,0,0,0,0,149338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,2690,0,0,0,0,0,0,0,7704,0,0,10554,0,290418,0,0,0,0,0,0,0,0,0,18313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7645,0,25132
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,0,325773,0,0,5028,0,261764,3715,0,0,171208,37463,0,16248,0,0,0,62621,450,0,0,0,22415,0,0,0,0,0,16258,0,0,0,147028,32760,0,0,69357,0,1667,0,0,42285,0,4529,165130,0,0,36347,61012,0,392,0,348733,0,0,3568724,8490,0,535740,871441,168332,0,1173,0,0,169749,31895,0,0,556059,53808,16005,0,0,2459,237262,3958,2392985,44260,0,874882,0,0,23483,888732,0,57102,89460,5161,0,137655,259874,1688051,0,11083883,6457,0,160404,0,20059422,0,946113,501224,119981,0,14255,491217
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,0,318865,1193199,118981,0,0,0,98695,4541377,69531,18742,83462,0,22732,173003,3196164,6429,1854648,775440,0,0,27527,0,39646,21761,23307,0,1044780,153972,7281,0,517042,143694,191703,0,587,1089157,534873,0,0,1262,71902,171182,9571,3404,195430,124260,0,20148,1337835,19775,1355604,23667,391291,1278051,555490,46645,76790,79452,67643,39797,1446229,0,0,0,76710,967160,0,9318,858924,139163,4376,0,0,0,32786,0,979102,82662,119428,205663,128953,64738,574985,290747,681573,21513,9431,11258,11185,2962,525,4682135,80116,358312,130219,39469,0,15736,132256,21061,0,1965224,10871,117211,0,88593
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,0,311269,224731,0,0,0,0,0,12801,56928,336195,0,22547,33564,31614,1614258,183702,307708,1139,213990,81705,91395,0,0,0,0,0,275760,96279,21885,0,188981,32933,64062,0,0,162673,316400,0,0,57501,68708,370007,0,31553,37483,327896,0,678,350105,481551,2631354,659895,1386441,1552329,1170106,24223,0,512885,23290,265434,554413,0,157970,0,43069,63922,0,0,129435,10794,12485,0,0,608,72032,3196,1378267,148724,0,317964,1092975,1334,1229,240825,62360,328336,67572,0,158032,3476,652,437803,269199,73077,421309,515065,0,293822,0,3345,147011,1212734,1067211,228528,0,643819
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,0,277515,0,0,0,0,10192,611593,0,136612,9471350,0,0,0,859468,2295,907597,0,284137,0,0,58635,0,0,0,624,0,0,1082637,23684,0,178281,0,1676003,0,645,10143252,1422336,0,0,0,1158853,0,0,7697,11591253,423171,3104,0,1961,33003,139324,0,0,27077,0,1207556,431286,0,11880,1630339,0,0,757742,0,67067,0,0,0,0,0,525359,0,0,0,10258740,0,268653,0,0,4508666,0,0,1463226,49774,2048638,13899,33374,67021,106782,0,2644,2630579,10316,316084,0,0,0,0,0,0,0,0,0,410722,0,8856092
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_145,0,265529,788204,3595,0,27467,0,0,62320,0,0,27845,0,9319,688,0,0,24594,0,436,0,89500,0,22951,20354,0,0,0,10982,27991,39095,43982,71315,4687,3436,119059,28984,0,0,0,23434,9826,2064,0,63549,43035,81723,0,6620,265547,79249,148,20898,0,20142,0,12668,751,132722,3857,0,1048670,0,1434,0,1428,247909,0,0,51540,13407,247158,527710,0,0,0,30706,46916,95436,0,0,113803,27495,0,272957,79551,38677,0,0,3515,0,560566,26229,5290,46335,41362,746743,0,29830,9991,0,0,0,468777,0,0,91271
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Bacteroides_pectinophilus,0,237975,0,0,0,0,0,0,0,328372,0,0,0,0,0,0,6390446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493088,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,0,235106,0,0,4977,0,0,0,0,0,0,0,0,1057,579,0,0,34951,7702,0,0,377,0,0,0,0,0,0,0,3047,0,322379,0,0,0,0,9819,0,0,0,3971,93482,0,0,3618,40157,16775,0,2114,0,0,0,0,40806,0,0,0,2205385,0,395878,21961,355264,0,37609,0,17326,0,0,1675,0,0,0,0,0,8665,360540,70,494498,253538,0,183348,241377,0,0,0,257004,0,0,9991,181365,0,0,944944,0,32940,0,335470,0,1307943,347921,27620,0,1063,1217623,23150,1760,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,0,216894,379902,3813,0,12509,644,156202,0,204105,16771,182273,92676,15994,11807,119283,155554,213484,399,130,1927,33756,37154,445260,15109,2419,9940,80427,385999,26179,475168,247439,221849,1546592,55582,59364,328820,49053,921,147512,69077,314999,664665,1085100,1200734,398218,43391,2955,10670,245682,19162,22105,38217,34031,70270,138993,26807,33001,40458,12548,176095,92128,34658,195240,1273,109075,168209,0,218559,77811,1404725,120104,149382,1354,96622,260118,136471,20563,594584,10073,2117,192443,122015,41045,69779,2744,219603,23748,0,197235,578,304871,11196,294,1930,1262,604278,0,15212,100509,438767,23183,1304,58203,236,67985,60794
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans,0,133141,654814,21215,0,6941,3984,0,2583,640089,0,87213,0,151586,6568,0,0,68715,132891,0,457877,0,5878,0,32281,128347,0,1099170,49917,1625,8120,2688278,0,131835,0,0,28576,170127,0,0,10208,174584,124617,0,16861,294,4312,0,100604,42147,335045,322549,983802,0,2601697,594395,274688,2194149,919318,44948,42493,19095,0,0,26035,10892,107031,47961,0,228044,260034,57988,0,0,1046216,26565,0,0,1038721,360598,1923217,6852341,0,413327,176545,676265,0,146027,8104,69957,4772,0,126285,0,11087,13547079,0,0,1362711,0,2850,0,0,1030261,93285,207803,28454
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110,0,119926,0,24830,0,0,0,419199,154448,113426,148726,102572,0,98250,40179,1433432,327643,638716,9502,0,0,0,0,0,0,0,0,687996,343258,1553,17772,110053,0,9244,0,0,4320,309072,0,0,0,0,397365,0,0,158183,818,0,0,0,8231,99957,183071,0,155,144822,0,0,714164,6399,72573,0,0,1024429,0,13266,938923,0,0,197287,6181,72913,0,0,0,220808,240848,0,0,0,0,0,56539,0,125105,19141,0,4898,0,513,0,0,0,0,0,0,0,0,0,0,0,0,12847,0,64025,0,228951
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0,111253,0,743,15627,0,241187,13121,77269,93431,85622,10250,9380,15284,57249,0,107815,62591,8761,237239,122216,49872,119812,21649,0,3645020,603369,47379,12797,53720,0,59008,20775,52650,9964,0,30356,4170,0,0,14119,115063,85441,5168,6026,568858,116412,0,0,84536,215876,643675,215593,892781,995740,214829,5750,1530096,540943,106978,128043,68861,3278,0,3288,17858,18190,0,2488,182199,7593,44138,0,0,31150,195159,148,279040,68421,0,0,3202714,0,116749,100812,733702,9367,163889,12126,646881,3201,28843,7683583,0,2419272,106046,325070,0,6937,1386129,90996,674272,386378,313413,303467,47908,492724
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans,0,55015,367221,20638,285253,13918,3233,25381,54045,113676,78007,245197,71344,56098,24415,58467,122468,350376,13666,35585,43481,423144,104972,169127,70709,1090792,442748,205803,16815,23259,48112,169938,184578,68363,202545,139534,75209,31188,582,0,264394,111735,231574,41779,26439,293139,145600,49170,22447,684194,1261966,50388,40632,332052,74002,195185,221068,69105,975014,90712,819617,295835,634,25965,56177,27006,85316,15552,1084,392883,68797,47422,870667,0,421023,269249,36749,147215,217874,80078,10174,576511,32960,88738,234854,175347,45844,15824,1079,76176,30678,171525,1524446,12276,641107,96823,239712,0,239155,24249,423177,504286,35210,466286,36660,3672,357923
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,0,48748,118770,0,10594,0,0,0,0,0,74828,37956,0,19570,2007,54011,18048,30115,1703,0,13566,383,0,1891,1654,0,0,211762,7276,0,751,18522,47720,30649,0,0,36491,6648,0,0,12171,106770,11417,0,0,18907,7599,0,0,0,0,26830,3256,58700,212047,408,20610,106,28681,2072,13024,444938,0,7288,0,0,0,0,0,306622,0,49379,551861,0,0,0,0,17624,0,17023,133472,22202,0,0,49680,97861,0,1970,0,8872,0,65383,44130,2578,17699,7083,63185,0,0,0,16219,5353,1227,149619,93194,69731,58029
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303,0,44319,0,37198,0,0,0,294158,0,0,0,0,0,0,0,0,115641,0,0,0,3988,0,0,0,0,0,0,0,0,0,0,106581,0,0,0,0,0,0,0,0,0,0,0,0,0,6904,0,0,0,0,0,0,0,0,5427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,50578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,0,42117,34413,5008,0,0,166,338,15122,6119,82610,16768,0,2032,2468,0,120107,95511,0,34068,22758,12420,3526,0,0,52913,0,24337,2288,0,0,55816,3269,9715,0,0,13682,29696,0,0,3719,11201,78920,0,3606,79235,42961,0,290,14242,40983,108995,185724,260869,344415,247612,1169,31002,196942,257015,80776,13365,0,31921,438,7503,44010,0,0,58976,1889,2742,32115,0,4783,24180,1237,288446,9254,0,43852,542775,0,5394,65219,284206,15096,91894,6165,157842,1104,11622,0,33641,136871,15373,20452,0,221134,736963,0,353,437388,162518,35424,0,333673
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241,0,37682,0,2909,0,0,1579,33500,160539,452703,175307,0,0,11879,1056061,380631,925020,7269,1823,0,0,0,0,0,0,1300,0,7464,194652,3593,0,112054,443729,122517,0,530,3166043,1289898,0,0,2382,0,1104851,0,0,65452,67019,0,158,0,6068354,136145,68933,0,18469,1850015,92994,49364,1430651,6326,95679,534,0,8458,0,4569,947,0,0,3320,2271,1550,277,0,194888,129476,0,47418,0,495,2785803,111165,769,980585,4329,60772,699,1409,0,11222,1051,484710,4955,131807,13197,669,1429,0,690,6714,251838,0,17805,798,90249,0,221238
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95,0,28248,0,0,0,0,0,81263,88878,17226,25198,0,0,55720,13097,4235,107880,8349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484,0,0,6811,0,0,0,0,0,6961,0,0,263364,4719,0,0,0,0,2279,4891,0,0,20534,0,0,0,0,0,0,0,2359,0,0,0,0,0,0,0,0,8376,0,0,524050,0,0,0,0,0,0,0,87007,5930,615901,0,29940,5727,0,0,0,0,0,0,0,0,0,0,0,1015,0,26023,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0,26437,55780,296,0,0,0,15803,15358,7104,30259,4653,0,13268,14288,0,70983,239666,57,65,12356,8086,21979,0,0,1847,24678,39667,1172,1313,0,14371,0,23533,0,0,1372,23767,0,0,8770,10994,108626,0,591,491,28731,0,0,115793,139451,186262,13599,140670,1275,397419,1063,2216,254772,13900,49940,15782,0,7958,0,0,80332,0,0,24324,2714,0,0,0,28054,1219,3536,152185,0,0,51946,0,0,64860,95065,184624,6262,33692,1607,140930,0,0,2319,324,22901,205991,168704,0,16174,0,14306,271,126187,0,116834,0,296927
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47,0,26370,3429,16295,18601,5349,0,0,662,0,0,0,1842,11915,0,0,2104,1588,6539,0,41124,0,91021,0,0,0,16566,0,4160,50314,20354,11028,21284,18908,23619,4137,0,30282,0,16685,2210,48284,17165,22651,15786,0,1180,42621,5157,1014,80,2575,0,0,1817,126,7131,0,0,0,852,0,11610,14969,7055,6484,28272,0,0,13765,24738,15438,0,6364,6187,19743,16115,0,1838,0,2691,80,0,22373,9421,0,23684,708,0,4298,3476,9272,3921,2343,0,165,3118,0,1782,1923,2369,0,0,0,9458,16061,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,0,24890,45975,3558,18937,8330,164019,0,0,0,0,33080,15575,1379,1253,37295,0,16221,9724,163962,1030910,138682,531632,880920,468299,249134,1386614,32937,5460,25826,285907,14718,275693,20457,967688,174828,15183,0,400413,55771,229121,2543,82831,0,348081,210701,40850,1086210,2549,31691,57342,0,0,0,3622,6824,1091,185060,13789,206572,1135,48912,212329,0,604613,5827,122229,0,472070,1348,0,2696,93117,1368156,2073,9358,0,31572,182591,5250082,16348,25219,10027,12017,0,0,101526,0,2105,44183,119903,349003,735988,7115,104932,165184,13068,0,175951,20913,138189,96856,0,8384,0,147195,0
