"","ERR479322","ERR479324","ERR479392","ERR479150","ERR479158","ERR479268","ERR478996","ERR479052","ERR479404","ERR479321","ERR479205","ERR479195","ERR479325","ERR479393","ERR478974","ERR479082","ERR479102","ERR479326","ERR478992","ERR479034","ERR479033","ERR479381","ERR479288","ERR479064","ERR479408","ERR479265","ERR479129","ERR479203","ERR479130","ERR479413","ERR479287","ERR479297","ERR478964","ERR479206","ERR479204","ERR478975","ERR479323","ERR479414","ERR479091","ERR479379","ERR478960","ERR478997","ERR478990","ERR479263","ERR479109","ERR479017","ERR479394","ERR479272","ERR479159","ERR479003","ERR479016","ERR479045","ERR478959","ERR479289","ERR479264","ERR478962","ERR479341","ERR479267","ERR479134","ERR479157","ERR479000","ERR479401","ERR479110","ERR479274","ERR479378","ERR479275","ERR479063","ERR479197","ERR479099","ERR479043","ERR479286","ERR479296","ERR479198","ERR479342","ERR479294","ERR479131","ERR479135","ERR479196","ERR479133","ERR479081","ERR479014","ERR479079","ERR479015","ERR479035","ERR478995","ERR479167","ERR478965","ERR479271","ERR478966","ERR479269","ERR479403","ERR479152","ERR479036","ERR479080","ERR479168","ERR479108","ERR479339","ERR478991","ERR479391","ERR479047","ERR479320","ERR478961","ERR478958","ERR479107","ERR479048","ERR479092","ERR479319","ERR479041","ERR479001","ERR479160","ERR479046","ERR478963","ERR479101","ERR479405","ERR479340","ERR479402","ERR479380","ERR479407","ERR479050","ERR479270","ERR479295","ERR479002","ERR479273","ERR479132","ERR479042","ERR479153","ERR479128","ERR479051","ERR478967","ERR479406","ERR479100","ERR479266","ERR478993","ERR479049","ERR479044","ERR479038","ERR479147","ERR479310","ERR479277","ERR479055","ERR479308","ERR479309","ERR479010","ERR479223","ERR479178","ERR479148","ERR479318","ERR479221","ERR479357","ERR479243","ERR479278","ERR479026","ERR479127","ERR479083","ERR479246","ERR479253","ERR479194","ERR479077","ERR479139","ERR479276","ERR479066","ERR479255","ERR479247","ERR479390","ERR479285","ERR479028","ERR479219","ERR479252","ERR479417","ERR479302","ERR479356","ERR479138","ERR479311","ERR479358","ERR479222","ERR479113","ERR479256","ERR479354","ERR479193","ERR478985","ERR479416","ERR479199","ERR479149","ERR479053","ERR479054","ERR479292","ERR479332","ERR479359","ERR479032","ERR479258","ERR479348","ERR479031","ERR479125","ERR479361","ERR479237","ERR479331","ERR479351","ERR479284","ERR479025","ERR479334","ERR479112","ERR479180","ERR479303","ERR479116","ERR479065","ERR479024","ERR479353","ERR479126","ERR479177","ERR479254","ERR479352","ERR479111","ERR479200","ERR479173","ERR479245","ERR478969","ERR479030","ERR479360","ERR479291","ERR479220","ERR479333","ERR479349","ERR479174","ERR479248","ERR479415","ERR479037","ERR479146","ERR479236","ERR479389","ERR479418","ERR479114","ERR478984","ERR479317","ERR479078","ERR479029","ERR479124","ERR479244","ERR479176","ERR479011","ERR479027","ERR479350","ERR479257","ERR479179","ERR479117","ERR479355","ERR479279","ERR479290","ERR479251","ERR479293","ERR479056","ERR479084","ERR479316","ERR479224","ERR479115","ERR479235"
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0,0,0,0,0,0,0,0,0,0,0,193870,0,0,204992,1510,0,0,0,0,0,38792,51090,0,0,0,0,0,0,210,0,0,0,0,0,187868,0,0,88,0,694457.999999999,0,0,0,0,0,0,17050,0,0,0,0,712220,0,85661.9999999999,0,20978,0,0,0,0,0,0,0,0,0,0,189596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,80794.0000000001,0,0,1576,380,0,0,39234,0,0,0,0,0,0,0,0,0,0,50928,0,0,0,0,0,1832,0,0,0,0,0,0,0,0,0,0,714798,0,0,0,0,0,0,38016,0,0,0,0,0,0,0,0,0,0,67676,0,0,0,47658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28056,0,0,0,0,0,0,0,0,0,0,0,0,43310,0,0,29968,0,0,0,0,0,0,0,0,36644,0,0,2706,0,0,0,0,0,23712,0,0,0,0,0,0,0,0,23320,0,0,0,0,0,0,0,0,0,0,0,32950,0,0,0,0,0,0,54708.0000000001,0,0,0,0,104498,0,0,0,0,210,0,0,0,0,0,2398,7094
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae",0,2774432,0,0,0,0,0,251210,0,2824548,715502,0,0,0,0,0,0,0,65578,0,0,0,0,0,0,0,0,0,0,0,0,0,547112,0,0,0,0,0,0,236468,0,0,0,0,119062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159310,0,538066,0,0,0,0,0,440596,1437120,176948,0,0,0,0,0,0,0,0,0,0,0,1096506,361574,0,0,0,0,0,0,0,529910,0,2291360,0,0,0,20488,0,0,0,0,0,0,0,0,0,55205.9999999999,510950,0,0,0,0,0,0,0,0,0,0,0,554156,0,0,0,23452,0,0,1042134,0,0,308024,0,0,0,0,0,0,0,0,2232,890254,200146,0,0,0,0,0,0,0,0,0,0,2178,0,0,0,0,0,0,0,0,0,0,0,70064,0,0,0,0,0,0,0,0,0,0,608384,0,0,0,0,0,0,1305196,28974,0,0,0,1116884,0,0,0,0,0,0,0,243168,0,0,0,4786,0,0,187086,4312742,0,290408,4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78598,0,0,0,0,0,0,0,0,90306,0,0,0,262008,0,0,0,0,0,0,3008,0,0,0,0,57592,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus",0,0,0,0,0,0,0,0,0,0,0,0,0,3566,0,0,6070,0,0,0,0,9354,0,0,21078,22810,1748,0,1284,0,0,0,0,0,0,0,0,5544,3230,0,0,80634,0,24966,51396,0,7676,0,0,0,0,3014,60422,46110,26822,0,0,0,2044,0,34320,0,0,8480,0,0,64504,0,0,63997.9999999999,43644,32002,0,3036,32900,1054,0,0,1518,0,20988,61072,21232,0,90088,0,41914,0,0,8466,0,5094,0,60996,0,42548,0,0,0,2658,7260,58573.9999999999,0,0,2706,0,8610,0,0,0,0,10260,0,0,0,0,0,0,0,0,30778,35850,0,0,0,5352,0,0,41604,0,0,25016,0,14590,0,0,0,14162,0,70793.9999999999,14014,18690,0,71074,0,0,49256,38026,0,0,0,0,0,0,0,0,25590,129518,4358,16770,0,9310,0,0,0,0,43884,64384,0,162110,0,0,0,0,0,0,8868,0,0,0,0,0,11222,0,0,0,12792,0,0,7358,0,35764,0,0,70920,0,0,330,0,0,20448,0,0,0,0,0,0,0,0,92429.9999999999,15826,21782,0,0,220318,0,42736,0,0,38716,0,0,0,291024,0,0,0,0,14258,57830,0,0,0,0,42972,0,0,0,0,0,0,0,0,0,29066,17466,0,62321.9999999999,0,69242,0,18000,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans",73794,74477.9999999999,0,0,45804,0,0,0,0,0,0,0,0,0,0,0,230086,0,0,0,0,0,0,0,74450,0,0,0,0,28150,0,0,0,0,0,0,0,0,0,0,13546,0,25520,0,0,0,0,0,0,0,0,99151.9999999999,0,0,0,0,41814,30308,0,0,0,0,0,0,0,0,96137.9999999999,0,0,0,0,62182,0,0,63210,0,7038,0,0,0,0,157862,0,0,0,0,0,0,0,0,0,0,0,0,32208,0,0,0,0,0,16672,14784,0,0,0,0,0,53289.9999999999,0,0,0,0,0,0,9364,0,0,74996,0,0,0,0,0,0,0,0,0,0,201930,0,0,0,0,0,29808,0,0,0,0,0,0,0,0,0,0,0,41244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20662,0,0,0,0,0,39660,126596,0,0,0,0,0,0,83199.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,5990,0,0,36072,0,0,0,0,0,0,11198,0,0,0,0,0,0,12600,0,89150,0,0,0,0,22062,7812,0,0,0,0,0,0,0,0,0,0,0,43978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17692,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena",0,306940,0,0,0,0,0,79074,0,314760,0,164502,0,69422,0,0,0,0,0,0,0,0,0,0,0,0,151566,0,147948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123098,0,0,0,47414,0,0,145760,22402,0,80485.9999999999,25888,102504,0,0,0,0,0,0,0,169930,0,6524,0,0,0,0,0,0,28318,0,0,444924,0,0,0,0,0,0,0,0,405470,0,0,0,0,0,43862,0,0,100754,0,47830,0,36880,0,171028,45614,0,0,160456,123254,0,48582,22630,0,0,0,0,0,287604,0,0,0,0,0,0,0,0,152678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201984,0,394230,0,0,0,235942,0,0,0,0,0,0,0,0,0,0,0,0,0,82186,0,0,394,0,0,0,0,0,0,0,0,0,160938,0,0,628,0,0,0,0,0,0,0,0,0,71626,0,0,0,0,0,0,0,0,0,0,0,0,0,18542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29732,0,0,42942,0,72540,43346,0,0,0,535116,0,0,0,0,0,15076,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT",0,13826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21004,48850.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,0,0,0,0,0,0,12308,2340,0,0,0,0,0,8822,0,0,0,0,10840,0,0,0,2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27500,0,35926,0,0,0,94016.0000000001,0,0,27276,0,0,0,0,0,0,0,0,0,0,0,0,1078,27088,0,0,0,0,0,19810,0,0,0,20080,0,0,0,0,0,0,0,0,52646,0,0,0,34844,0,0,33496,0,0,0,8704,0,0,8650,0,0,0,0,2530,0,0,0,0,8610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8026,0,0,13276,8858,0,0,0,0,0,0,0,0,0,0,0,0,19804,0,214712,0,21052,0,0,0,0,10032,0,0,458,0,0,0,0,0,18474,0,0,0,0,0,0,0,0,0,18546,0,0,0,0,0,6242,0,0,0,0,0,0,118,1508,4786,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans",0,0,0,0,0,13770,0,0,0,0,0,0,0,0,137888,0,0,0,0,0,0,0,0,422772,0,0,0,0,344846,5004,68644,0,0,351010,0,0,0,0,8478,36558,0,0,0,0,0,0,81140.0000000001,105040,0,0,518228,24108,0,0,17652,0,0,0,0,0,0,0,33524,0,0,0,0,0,0,0,0,0,345616,0,0,0,0,0,0,0,0,159934,0,0,0,0,0,0,0,0,0,0,0,161784,0,0,0,0,0,0,0,622446,593504,0,24154,0,0,0,0,0,23838,0,0,0,0,0,37028,0,0,0,0,0,0,0,0,59170,0,0,0,0,27196,0,21478,0,52994,0,0,0,0,0,0,115630,212582,0,0,340800,177250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55109.9999999999,119540,0,0,0,0,0,0,0,0,0,0,0,118052,0,0,0,5296,0,368134,0,0,0,286412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731334,0,0,0,0,0,0,0,25186,0,16352,0,0,0,0,0,0,0,0,92128.0000000001,0,0,0,45404,0,0,0,0,0,0,0,25044,38642,0,0,0,0,0,316698,0,0,0,10890,0,0,0,0,81042,0,0,0,2750,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089",0,0,0,132,0,0,0,0,5258,0,0,417386,0,1806,0,0,49514,0,0,0,0,0,56282,0,0,0,0,0,314202,0,0,0,0,0,0,238058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,9586,0,404078,0,0,0,0,0,0,0,0,0,0,0,0,0,33620,0,0,0,0,46352,89322,0,0,6162,0,0,0,31514,16550,0,0,0,0,79720,0,0,0,0,29324,0,0,0,0,0,0,0,0,0,4380,0,0,0,0,0,0,92770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,0,0,0,53898,0,0,0,0,0,0,0,0,0,0,641018.000000001,0,0,0,0,0,0,0,0,0,0,0,143502,0,0,0,0,0,0,0,0,0,0,0,0,29796,12696,0,0,0,0,0,1232,0,0,0,0,0,240516,0,0,0,0,0,0,155630,0,0,0,0,0,0,0,0,0,0,0,43600,0,0,0,0,0,222400,0,0,51384,0,0,0,0,0,30414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale",2037244,2061352,0,1515524,0,25104,0,148986,7236,2082316,1281918,1178766,0,14782,1207150,1049164,966277.999999999,0,0,2512312,2574912,89906,1048086,2426676,462426,83673.9999999999,175546,0,169918,282524,1033404,124514,1668988,1331772,1317446,1097086,2095944,276210,0,86753.9999999999,398834,0,0,87366.0000000001,623324,969809.999999999,13040,911522,0,250702,979064,258658,0,1014562,90120,0,500100,234026,1144,0,245354,0,618448,53382,90080,54328,1808718,1156486,0,7374,1033730,131606,1177886,0,130062,173148,0,1165470,1450,1083236,963569.999999999,1069014,977195.999999999,2533844,0,221604,1716188,1024522,1659742,194252,6648,1540714,2528760,1104018,166790,584170,491438,0,0,275504,209426,402962,0,640078.000000001,265608,0,248808,6664,248230,0,266862,8582,963773.999999999,458606,429420,6726,88418,459204,153278,1007750,130290,247520,1008964,1174,0,1531326,178078,158888,1651492,446486,0,81375.9999999999,0,153308,7178,215292,0,0,0,0,186742,193670,0,48476.0000000001,74292,213114,0,404118,39438,446552,0,542,1104,0,35986,658588,728242,141756,0,0,147132,0,0,0,3195682,0,426022,968821.999999999,0,4876822,43826,0,202244,32496,0,12124,0,0,811468.000000001,16950,0,0,229622,3360,2780,21694,0,0,4690,0,80081.9999999999,3434,0,0,194052,7904,0,3233094,0,8626,0,76392,5038806,180696,146580,2370,0,184,75969.9999999999,154930,520636,14802,0,0,27116,172858,3614,0,17050,392728,5306,92768.0000000001,0,36394,0,264318,0,283084,0,0,0,15920,141494,141316,4766,0,398922,0,1158244,556,261472,0,77836,505772,40490,0,21466,1016396,0,0,0,137822,47458,178284,289620
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_amygdalina",0,58180,0,0,0,0,44080,0,0,0,0,75606,0,0,0,0,0,146470,0,0,0,0,0,0,0,19574,0,0,0,0,0,0,0,0,0,0,0,0,0,3570,12974,0,0,18986,0,0,0,0,0,0,0,5108,13596,0,22066,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15816,0,0,0,19830,0,0,0,0,0,15136,0,18194,0,1856,0,0,0,0,0,0,0,0,0,0,0,0,3332,0,0,406,0,0,0,16964,0,2100,0,0,0,0,0,4364,0,0,0,0,0,0,0,0,0,0,0,0,0,30884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14138,0,0,0,0,0,28198,0,0,0,25328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40478,0,0,0,0,0,0,0,0,0,9294,0,0,0,0,2234,0,0,0,0,0,0,0,0,24532,0,0,0,0,0,0,0,0,0,0,0,0,0,11676,0,0,0,0,90793.9999999999,0,0,0,0,0,0,16624,0,0,0,8496,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_celerecrescens",0,69026,0,56244,0,0,0,0,0,0,0,0,0,0,0,0,675761.999999999,0,0,0,0,0,0,0,0,45336,0,205276,0,3770,102106,0,0,203070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68101.9999999999,0,0,0,0,0,0,0,0,50540,95396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80189.9999999999,0,0,0,0,0,0,70552.0000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229260,0,0,0,0,0,0,0,0,0,18244,0,0,0,0,0,0,25812,86451.9999999999,0,0,0,0,0,0,0,630274,0,0,0,0,0,0,0,0,4718,0,0,6648,0,0,0,0,0,0,0,0,0,101498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,0,0,642919.999999999,0,0,342906,0,0,0,0,0,156946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques",0,291894,0,1303180,0,0,0,0,741094,0,913970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275552,0,0,0,12370,130994,158966,0,0,0,0,0,0,0,0,0,0,0,0,0,16952,0,0,0,39286,0,0,0,0,273434,0,0,0,131394,0,0,774782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128208,0,0,0,0,157048,0,0,0,0,845028.000000001,0,0,0,0,0,0,0,0,0,0,0,118518,0,0,0,0,0,0,21778,0,323876,0,0,0,112720,0,0,0,0,0,361970,0,0,0,41792,0,0,441934,0,304054,0,0,0,174662,0,141520,0,0,32776,0,134740,0,0,153020,151610,344416,0,26286,0,0,0,0,0,0,0,0,0,565289.999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766016,0,0,111164,0,184448,0,0,25936,0,0,0,0,0,164,0,166516,0,198788,15556,0,73389.9999999999,0,335558,0,0,0,0,620156,351540,0,2018932,0,0,0,0,0,0,0,0,0,0,0,0,113810,0,0,432,0,546106,0,0,0,0,0,0,0,0,0,0,0,0,36814,0,79750.0000000001,0,0,0,896,41478,0,0,0,0,0,0,0,0,0,56160,0,0,251190,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis",0,0,0,0,0,0,0,0,502954,0,0,0,0,0,0,0,0,0,3696,0,0,0,0,0,0,0,201030,0,0,0,0,0,0,74955.9999999999,0,0,0,0,0,0,8294,0,0,0,0,0,0,0,0,0,0,0,7844,0,0,0,0,0,0,0,0,0,266934,0,0,0,1331998,0,0,38560,0,520450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550248,0,0,0,0,0,0,0,0,0,0,0,342596,67194,0,0,0,0,0,78312,0,0,0,0,0,0,0,109724,0,0,0,0,0,0,0,542720,0,0,680629.999999999,199424,0,0,0,0,0,0,0,0,369372,0,0,0,0,0,0,0,535106,0,0,0,0,4118,0,0,0,0,0,0,0,0,2057870,0,0,100028,69216,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,0,0,302290,1552,0,0,0,344436,0,0,0,0,0,0,0,7988,0,0,0,0,0,0,0,279076,0,338470,0,0,0,0,0,54248,0,0,0,0,0,0,0,0,0,24904,0,44212,0,229642,0,447940,0,432544,0,0,0,0,0,0,0,0,7922,0,0,0,0,0,0,0,0,0,19394,0,0,0,0,594288,0,376318,0,0,56586
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans",0,0,0,461090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192602,0,0,154592,0,312740,0,186312,43692,0,86186.0000000001,7998,0,0,0,0,154818,0,65416,0,0,70380,0,0,23128,0,110098,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272774,0,153060,189444,0,260500,0,0,0,27912,0,0,0,0,0,0,0,0,0,0,0,0,0,142860,0,211966,0,0,0,0,0,152962,0,0,0,2600,67944,0,0,0,80596.0000000001,0,0,0,0,22484,0,0,0,69322,149282,518,0,0,0,0,0,0,12992,0,0,0,0,0,0,308874,364228,0,339560,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,172210,129112,0,0,0,0,0,0,0,297208,339630,0,0,0,19060,0,0,0,0,0,0,0,0,0,0,0,30620,0,0,0,0,0,0,0,0,0,0,0,129176,0,0,0,48308,0,0,280386,0,0,0,0,0,0,0,0,0,0,0,875734.000000001,100428,0,0,0,0,762314,0,79395.9999999999,0,0,0,0,0,0,23730,0,0,0,0,0,1283436,0,163854,4915794,0,395888,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens",19088,0,0,0,0,0,0,0,0,0,0,49900,0,0,0,0,0,91528,0,0,0,0,0,0,0,0,0,0,0,6296,0,47526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49826,0,0,0,0,0,0,0,0,0,0,0,0,4314,0,0,0,0,14542,3044,0,32062,0,25614,0,0,0,0,0,121692,0,32210,3970,0,0,0,0,0,0,0,0,8388,0,0,0,7220,0,0,0,0,0,0,0,0,0,0,0,10830,77540.0000000001,0,0,0,0,0,0,12370,0,0,0,0,0,0,0,0,43692,0,0,0,0,0,0,0,0,0,0,0,3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5622,0,0,0,0,0,0,0,0,8268,0,0,0,0,0,120208,0,0,68457.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34588,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis",0,0,0,0,0,0,0,0,0,37920,69008,6834,0,0,15226,0,0,49902,10344,13122,0,0,24382,0,388,0,0,0,0,0,0,0,0,0,66476,10260,34974,0,0,0,0,0,0,0,0,0,0,0,0,662,0,3366,0,0,0,0,0,0,24462,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,666,0,0,0,2140,0,0,162,0,0,0,0,0,0,0,0,43896,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44354,0,0,0,910,0,144256,31550,0,4728,0,0,0,0,0,12118,0,0,0,2858,1718,4118,0,0,131132,0,0,16074,0,0,0,0,42912,227786,0,0,2074,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,444,0,5516,3966,0,0,0,0,0,0,0,312,0,0,0,0,0,25356,0,0,0,0,0,0,0,0,0,0,0,12454,0,0,1682,0,0,0,0,0,0,0,39432,0,0,0,0,0,0,0,60624,0,0,0,0,0,55124,0,0,856,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237446,0,0,7954,0,0,0,0,0,0,0,0,0,516624,0,0,48638,0,0,0,0,0,0,0,0,0,84538,35950,0,0,0,0,1344,0,0,0,0,0,0,0,0,49322,0,158296,0,0,0,0,113460,0,0,0,0,0,0,0,0,36424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61814,0,10822,0,0,0,0,0,0,0,0,0,0,81190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,17190,0,0,0,0,0,0,28142,0,156328,0,0,0,0,0,0,0,0,0,0,8294,0,0,0,0,0,0,251126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79286.0000000001,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii",0,1354850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618142,899967.999999999,0,0,0,1900726,0,0,0,0,181872,93974.0000000001,0,0,0,524326,532374.000000001,0,0,0,28560,0,0,0,0,0,268320,0,0,0,0,0,0,0,0,0,0,55556,4848,0,0,0,0,0,0,0,0,32798,0,1839118,0,0,0,0,0,0,0,0,0,0,0,104946,731728.000000001,0,752034,0,0,25718,2077698,0,2144150,0,0,0,911936,0,0,0,39188,0,110074,58993.9999999999,0,0,0,0,0,22332,0,0,0,0,68512,53928,89411.9999999999,0,0,0,947787.999999999,0,0,0,0,0,0,70828,0,1040184,0,131668,0,0,205520,0,0,0,0,931722,0,0,24910,0,0,0,0,0,0,0,1709698,0,0,22214,0,0,0,115630,0,316762,0,0,0,0,0,228376,168022,0,0,0,728950,0,0,0,0,0,0,760552.000000001,0,0,0,0,0,0,0,722810.000000001,0,0,0,0,1039266,0,0,0,0,0,0,0,0,0,0,0,0,0,101434,0,0,0,0,0,0,0,200022,0,455382,0,0,0,0,35040,0,0,0,0,884026.000000001,2399002,0,0,0,0,0,570358,0,0,0,514,0,0,0,0,0,0,1396352,0,10033014,0,0,0,83470,0,1686,555182,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,1472,0,16428,13438,0,35028,0,0,0,3064,0,6854,0,20476,0,0,0,0,38034,0,0,0,254,0,0,0,0,0,0,37080,0,0,0,0,0,0,0,0,280052,0,0,0,0,2248,0,0,0,7658,0,0,0,9024,0,0,0,0,36926,0,2760,0,0,0,0,0,0,0,0,0,14698,0,4290,0,0,18330,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,37284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4386,0,0,0,0,0,8990,0,0,0,85029.9999999999,0,26168,0,33342,0,0,2718,0,0,0,0,0,0,0,0,0,36296,0,1884,0,0,0,0,0,0,0,173120,0,0,0,0,884,0,0,812,0,0,28260,0,0,0,0,201252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49717.9999999999,0,1426,0,0,0,0,0,0,187978,0,0,0,0,0
