"","ERR479322","ERR479324","ERR479392","ERR479150","ERR479158","ERR479268","ERR478996","ERR479052","ERR479404","ERR479321","ERR479205","ERR479195","ERR479325","ERR479393","ERR478974","ERR479082","ERR479102","ERR479326","ERR478992","ERR479034","ERR479033","ERR479381","ERR479288","ERR479064","ERR479408","ERR479265","ERR479129","ERR479203","ERR479130","ERR479413","ERR479287","ERR479297","ERR478964","ERR479206","ERR479204","ERR478975","ERR479323","ERR479414","ERR479091","ERR479379","ERR478960","ERR478997","ERR478990","ERR479263","ERR479109","ERR479017","ERR479394","ERR479272","ERR479159","ERR479003","ERR479016","ERR479045","ERR478959","ERR479289","ERR479264","ERR478962","ERR479341","ERR479267","ERR479134","ERR479157","ERR479000","ERR479401","ERR479110","ERR479274","ERR479378","ERR479275","ERR479063","ERR479197","ERR479099","ERR479043","ERR479286","ERR479296","ERR479198","ERR479342","ERR479294","ERR479131","ERR479135","ERR479196","ERR479133","ERR479081","ERR479014","ERR479079","ERR479015","ERR479035","ERR478995","ERR479167","ERR478965","ERR479271","ERR478966","ERR479269","ERR479403","ERR479152","ERR479036","ERR479080","ERR479168","ERR479108","ERR479339","ERR478991","ERR479391","ERR479047","ERR479320","ERR478961","ERR478958","ERR479107","ERR479048","ERR479092","ERR479319","ERR479041","ERR479001","ERR479160","ERR479046","ERR478963","ERR479101","ERR479405","ERR479340","ERR479402","ERR479380","ERR479407","ERR479050","ERR479270","ERR479295","ERR479002","ERR479273","ERR479132","ERR479042","ERR479153","ERR479128","ERR479051","ERR478967","ERR479406","ERR479100","ERR479266","ERR478993","ERR479049","ERR479044","ERR479190","ERR479384","ERR479182","ERR479306","ERR479136","ERR479098","ERR479202","ERR479382","ERR479070","ERR479227","ERR479013","ERR479233","ERR479330","ERR479383","ERR479301","ERR479088","ERR479327","ERR479232","ERR479106","ERR479161","ERR479104","ERR479007","ERR479344","ERR479086","ERR479208","ERR479085","ERR479006","ERR479122","ERR479307","ERR479281","ERR479304","ERR479364","ERR479299","ERR479075","ERR479191","ERR479207","ERR479347","ERR479189","ERR479181","ERR479076","ERR479239","ERR479067","ERR479162","ERR479230","ERR479069","ERR479008","ERR479343","ERR479238","ERR479280","ERR479218","ERR479362","ERR479363","ERR479282","ERR479187","ERR479009","ERR479228","ERR479298","ERR479231","ERR479300","ERR479240","ERR479103","ERR479229","ERR479068","ERR479217","ERR479386","ERR479097","ERR479012","ERR479385","ERR479105","ERR479250","ERR479345","ERR479188","ERR479089","ERR479234","ERR479137","ERR479365","ERR479192","ERR479283","ERR479249","ERR478999","ERR479087","ERR479328","ERR479058","ERR479305","ERR479346","ERR479164","ERR479090","ERR479163","ERR479201","ERR479057","ERR479123","ERR479329"
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0,0,0,0,0,2012,0,0,0,15624,0,193870,0,0,204992,0,0,0,0,0,0,38792,0,57092,0,0,0,0,4102,0,49874,0,2484,0,0,0,0,0,0,0,0,0,0,81740,0,131964,0,0,0,0,130228,0,0,0,0,0,0,0,0,0,0,85338.0000000001,0,0,36688,0,39410,0,23312,111504,49244,23312,0,20946,0,0,0,0,18594,0,0,0,0,0,0,0,0,0,2290,0,80794.0000000001,0,0,0,380,0,0,0,0,0,0,724578,0,0,0,0,0,0,50928,0,0,0,0,0,1832,0,0,0,0,22168,0,54120,0,19464,113228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204956,0,656,0,0,0,0,24530,0,0,0,0,0,3692,0,44,0,0,0,0,91311.9999999999,0,0,5480,0,0,574,0,0,0,0,0,0,0,0,0,0,0,2986,0,17410,0,0,0,0,0,0,0,0,0,1408,0,200634,0,0,0,0,0,0,0,93376,0,0,0,0,0,0,0,0,61736,0,0,0,0,198972,0,0,0,0,0,0,0,16412
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae",2795044,0,448176,0,0,31710,0,0,0,0,715502,0,0,0,0,0,0,0,0,0,0,0,0,0,312148,0,0,0,0,0,0,0,0,747245.999999999,0,0,2889976,0,0,0,0,1226270,0,0,0,0,0,0,1193008,0,0,0,0,245474,0,0,0,259960,0,1159310,68626,0,0,0,0,189310,0,0,0,0,0,0,434174,163406,0,0,21610,0,0,0,362338,0,361574,0,0,0,548926,554206,0,0,0,0,0,0,0,0,20488,60998,419570,0,45730,0,416496,0,0,17542,0,0,70710.0000000001,1177590,0,0,0,0,0,0,207614,0,0,0,126658,65924,0,0,0,0,0,0,556496,0,0,0,0,0,158716,0,0,0,0,0,0,0,96940.0000000001,0,0,0,0,0,0,0,0,0,0,108088,0,0,0,0,0,0,0,0,0,401220,0,0,0,0,3204334,0,0,380232,0,0,0,0,325958,0,0,457308,0,0,0,0,0,0,272188,0,0,712232.000000001,0,0,0,0,0,0,0,434982,0,0,0,0,0,0,0,0,0,0,188264,0,301914,93934,493108,123972,0,0,0,0,0,0,638016,56342,0,658528,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52336,0,21078,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,9318,0,0,0,0,0,0,0,0,0,32220,20648,0,0,0,0,0,0,0,2044,0,0,0,0,0,0,8118,0,0,0,0,0,0,0,0,0,1054,0,0,0,60567.9999999999,0,0,0,0,0,0,0,0,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,59792,0,0,0,0,0,32942,0,0,0,0,0,332,0,8246,19690,0,0,0,0,0,0,0,5352,0,0,0,0,0,0,0,0,0,0,0,0,0,27062,0,0,0,0,0,0,16114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34654,29274,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,0,17374,0,0,0,0,0,0,0,0,0,0,0,0,306582
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans",0,0,0,105274,0,0,75175.9999999999,0,0,75749.9999999999,0,0,0,0,0,0,0,0,25472,0,0,0,0,0,0,0,0,0,0,0,0,65099.9999999999,0,0,0,0,0,0,0,0,0,0,0,41896,0,0,0,0,0,0,0,0,0,0,41876,0,0,30308,0,0,0,46568,11422,0,0,0,96137.9999999999,0,0,0,0,0,0,0,63210,0,0,0,6044,0,0,157862,0,0,80780,45612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40106,0,0,0,0,0,0,0,0,74996,0,0,0,40278,0,0,0,0,0,0,201930,0,0,0,0,75880,0,34832,0,33174,41896,20172,0,0,41364,0,0,0,0,462972,0,0,0,0,0,0,0,30574,0,0,0,0,0,0,0,0,46102,0,0,117160,0,2278,0,20886,0,0,0,1650,0,0,0,0,64552,0,0,0,0,86196,0,0,0,0,0,1345524,66710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42538,0,2386,0,0,0,0,0,120948,0,0,0,0,36484,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena",0,0,0,0,0,6510,0,0,0,0,287598,164502,0,0,0,0,0,0,97448,0,0,0,0,0,0,0,151566,0,0,0,0,0,0,0,283290,0,0,0,34850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80485.9999999999,0,0,0,0,167454,9716,0,0,0,0,270122,0,0,0,166136,0,0,0,0,0,26546,0,0,436126,318118,0,0,59104,414812,0,0,73798,0,162830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160456,0,0,48582,0,0,0,0,0,0,0,0,0,206174,0,0,0,0,0,0,0,398346,285472,0,0,0,76724,0,0,0,0,0,0,199442,0,0,0,0,0,0,0,0,0,0,50024,0,0,696042,0,0,0,0,0,0,0,201548,151622,390016,0,0,438446,0,0,0,0,0,0,0,0,0,0,0,542486,0,0,0,0,0,0,0,397472,0,0,0,0,214186,0,0,0,0,0,0,0,0,0,0,137854,0,80945.9999999999,0,0,0,0,0,0,0,0,24120,0,0,0,0,21390,211622,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT",0,0,0,0,0,0,0,34776,0,0,19206,0,0,0,0,0,0,0,4138,0,0,0,0,0,0,0,0,0,0,0,15132,0,0,0,0,0,11932,12434,0,0,0,0,0,3394,0,0,0,0,0,0,0,0,0,12308,0,0,0,0,0,0,0,0,0,0,2076,0,0,0,0,0,13914,0,0,0,0,50624,0,0,0,0,0,27224,0,0,0,0,0,6690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,27088,0,0,22450,0,0,0,0,0,0,0,0,7380,0,0,0,0,0,0,0,35902,0,0,34844,0,0,0,0,0,0,8962,0,0,0,0,0,0,15526,0,9156,0,0,0,0,19074,9312,0,36014,3756,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0,0,0,10748,0,0,0,0,0,3788,0,2294,0,44814,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12686,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans",0,0,0,0,0,0,0,0,0,0,0,348284,0,0,0,156216,0,0,21174,401156,0,36484,69620.0000000001,422772,0,0,0,0,0,0,0,96636,0,351010,0,0,0,0,0,0,582294,0,0,16912,0,0,0,105040,0,0,0,0,606181.999999999,0,0,0,0,0,0,0,0,95082.0000000001,0,41880,0,40662,0,348526,31824,0,0,97107.9999999999,345616,0,97248,339354,0,0,0,0,0,159934,0,0,0,0,0,0,0,0,91953.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344084,0,177570,0,0,0,21478,0,0,0,0,0,0,0,0,17762,0,0,0,0,46178,0,0,108692,0,0,0,0,0,0,0,0,0,66666,0,0,164010,0,0,0,0,0,0,0,0,0,72478.0000000001,0,0,0,153442,0,0,0,0,0,0,0,0,0,127658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95444.0000000001,0,0,428650,0,122044,2724,0,0,0,8748,0,0,0,0,0,2782,0,0,180132,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089",0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35156,0,0,0,0,0,0,89816.0000000001,2352,0,0,0,83411.9999999999,0,0,0,0,0,0,654,0,0,0,5618,0,0,0,0,0,0,0,65872,0,0,0,0,0,0,0,0,0,0,0,0,93992,0,0,43660,0,0,0,0,0,0,0,0,0,0,0,0,0,12276,0,0,0,0,0,29324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92770,0,0,0,0,0,0,41118,0,0,0,0,0,0,0,104628,0,0,0,0,58503.9999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139350,0,0,0,0,0,3482,0,0,0,0,0,0,0,0,0,0,0,0,126698,0,0,0,0,0,0,0,0,137046,0,0,0,0,0,0,0,0,45686,0,150540,0,0,0,1302648,0,0,0,0,0,0,22364,0,0,34390,0,0,0,0,0,382746,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale",0,0,0,1515524,0,0,0,0,0,2082316,0,0,0,0,0,0,966277.999999999,0,0,0,0,0,0,0,0,83673.9999999999,0,0,0,0,0,0,0,0,1317446,0,0,0,0,0,0,0,0,87366.0000000001,0,0,0,0,0,250702,979064,0,0,1014562,0,0,0,0,1144,0,0,0,0,0,0,0,1808718,1156486,0,0,1033730,131606,0,0,130062,0,0,0,0,1083236,0,0,977195.999999999,0,0,0,0,0,0,0,0,0,2528760,0,0,0,491438,0,0,0,0,402962,0,0,0,0,0,0,0,0,0,0,0,458606,0,0,0,0,0,0,0,247520,1008964,0,10566,0,0,0,0,0,0,0,0,0,0,0,73574,0,0,0,0,0,0,786738,0,225080,0,0,0,0,180,0,734682,0,715824,0,0,0,0,0,0,610852,1345594,0,0,1461370,645328,166076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148536,1616986,0,0,0,0,0,0,0,0,0,0,0,1275730,0,0,0,1082846,0,73720,0,0,0,41358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63138,0,0,1145946,2005744
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_amygdalina",0,0,0,20202,0,0,0,0,0,0,0,0,0,0,4586,0,0,0,46920,0,0,0,0,0,0,0,0,2374,0,0,0,0,109302,1298,0,0,0,11838,0,0,0,0,47910,0,0,0,0,0,0,0,0,5108,0,0,22066,0,0,0,0,144472,0,23126,0,0,3434,0,0,0,0,0,21842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14700,0,0,1856,0,0,0,0,0,0,0,0,0,17236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5052,4406,0,0,1378,0,0,0,8606,6410,7788,0,9236,0,5910,0,0,0,0,13098,0,0,0,0,0,0,0,0,0,1204,0,0,0,0,0,0,31836,0,0,76776,0,0,0,0,0,0,0,0,0,0,0,0,35188,0,0,6490,7494,0,0,0,3426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236,0,0,0,1224,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_celerecrescens",60844,0,0,56244,0,0,0,0,0,0,203684,0,0,0,0,0,675761.999999999,0,0,0,0,0,0,125062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4846,55684,0,0,108254,0,0,0,0,0,0,0,0,0,9322,0,0,0,0,50540,95396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104568,0,0,0,0,0,0,0,0,71286,0,0,0,0,0,0,0,0,0,0,0,0,664286,188392,2466,0,27994,0,0,0,0,0,0,0,10670,0,0,0,0,180190,0,47712,0,0,0,0,0,15966,0,0,0,0,0,0,0,37002,0,180964,0,59186,0,0,58688,0,0,0,0,0,0,6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113390,0,0,10322,0,0,0,0,0,0,0,0,0,0,0,0,0,70968,0,0,17656,1832,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65980,1800,0,4344,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques",284418,291894,0,0,0,0,0,0,0,0,0,150042,0,0,0,0,0,0,0,376328,0,0,0,219718,0,0,0,0,0,0,0,0,0,0,0,172360,0,0,0,0,0,0,0,0,0,16952,0,0,0,39286,0,0,0,0,0,0,0,142776,0,0,0,0,0,0,0,0,0,0,0,0,123978,157320,0,0,0,0,0,0,0,169438,0,0,15456,377792,216006,0,845028.000000001,0,0,0,0,0,0,0,0,0,0,142670,0,0,90572,0,0,0,0,21778,0,0,0,415292,37998,0,0,0,0,707245.999999999,0,0,0,0,0,41792,0,137370,0,0,0,0,0,372586,174662,0,0,0,0,0,0,0,0,0,0,0,0,468156,221724,0,0,28220,0,0,0,0,0,0,0,45086,154458,0,3254,0,4318,0,0,0,0,0,0,0,0,6644,0,0,0,0,69774,0,0,465622,0,473654,0,0,0,0,111506,0,0,0,0,0,0,0,0,107534,0,43936,0,0,0,74462,0,0,111386,0,0,169836,0,11492,0,49378,0,0,0,0,0,0,0,2102,0,0,0,0,460442,0,0,70320,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis",1604460,0,0,0,0,0,0,0,0,0,65978,0,2263150,0,0,0,0,0,0,0,0,154468,0,0,30352,0,0,0,0,0,80780,0,0,0,0,0,0,0,0,150214,0,0,0,0,0,102852,0,0,0,0,0,336970,0,0,0,185938,0,0,0,0,0,522232,0,0,0,0,0,0,0,0,0,0,0,0,526164,0,0,0,0,0,0,0,0,0,0,230184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67194,0,0,0,331502,0,78312,0,0,0,0,0,597270,0,0,0,0,32046,0,0,0,0,0,0,0,0,199424,59343.9999999999,635666,0,0,0,0,56394,0,196896,0,0,0,0,0,0,0,0,227858,0,0,0,153172,0,0,0,0,0,0,0,0,35788,0,114532,0,291582,368996,0,0,113864,0,237618,0,0,0,0,0,0,0,24658,0,0,0,0,0,0,0,0,0,0,0,0,98932,0,0,0,0,0,0,0,0,324020,732642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103540,0,0,0,313124,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis",0,0,3708,0,0,0,0,0,0,3970,0,0,0,0,80180,0,0,0,0,0,0,0,0,0,0,7362,0,0,0,0,0,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55132,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,0,0,0,166032,4338,0,0,0,0,0,0,0,0,254382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355376,0,0,0,0,0,0,0,164170,0,0,0,0,0,10732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4648,0,0,0,11488,0,12066,0,0,0,0,1104,0,83516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617310,0,0,0,9154,150,59606,0,0,0,0,0,0,0,0,0,0,0,0,0,25544,0,0,0,26674,0,0,17426,0,152,0,0,0,11598,0,0,23762,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis",0,0,0,0,0,0,0,0,0,373878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7698,0,0,0,0,0,0,0,0,0,0,0,0,253428,0,0,0,0,0,0,0,0,0,0,309984,0,14112,0,0,0,0,0,0,0,0,0,0,238544,0,420694,0,0,816,6096,24868,0,395988,0,0,0,0,0,0,0,0,0,25024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31452,0,0,0,0,0,0,0,207012,0,0,0,0,0,32956,0,4624,0,23148,0,0,737726,0,36216,0,0,0,0,40454,35126,0,30736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180868,0,0,0,0,0,0,0,0,0,0,0,0,5602,0,1141484,0,0,0,0,165346,0,0,0,0,0,0,0,0,0,21544,0,0,5490,0,0,0,0,0,0,0,0,0,62624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12224,0,0,0,0,0,0,23062,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans",0,42490,0,0,0,0,0,0,0,0,0,0,0,65408,0,0,0,0,209454,0,0,0,0,292090,0,0,0,322330,0,0,49694,0,696491.999999999,0,0,0,0,0,0,7998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73620.0000000001,85154,0,0,0,0,0,264872,0,0,50350,0,0,0,0,189444,0,0,0,0,0,0,0,0,140536,0,696086,148578,0,0,0,0,0,0,0,0,77738,0,0,0,0,0,0,0,31326,0,0,0,0,0,0,223776,0,0,0,0,0,0,140280,0,0,69322,149282,0,0,0,0,0,0,0,0,0,0,0,5290,0,0,0,0,556468,144240,0,0,0,32220,0,0,0,0,0,0,0,109014,0,0,0,0,0,0,0,580,0,158328,0,0,0,0,38216,1315496,0,0,0,0,0,0,0,0,0,29354,0,6154,0,44614,0,276338,0,69646,0,0,0,0,0,0,0,0,240420,0,0,0,0,137992,0,0,0,0,124386,0,0,0,0,70138,0,66242,0,17684,0,0,0,0,1147696,1932654,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens",0,0,0,0,0,0,0,0,13258,18212,0,0,0,0,0,0,0,91528,0,0,0,0,25328,0,9194,4132,0,26736,59310,0,0,0,0,25416,0,19910,0,0,1308,0,0,0,0,4912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12838,0,194,14728,0,61494,54012,0,0,27222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54860,0,0,0,0,0,0,0,0,0,0,6834,0,0,0,121692,0,0,0,0,306,0,0,0,3776,2298,12126,0,0,0,0,0,0,45966,0,0,0,0,0,2448,63557.9999999999,7434,0,10830,0,0,0,0,0,0,0,71742,25982,0,0,0,0,0,0,0,0,0,0,0,0,1936,14166,0,0,0,0,0,0,0,0,6056,0,0,0,30054,0,0,0,0,0,0,0,0,0,0,0,154318,0,0,0,0,0,0,0,0,0,0,0,6234,0,0,0,19242,0,30816,6532,0,0,0,0,0,0,0,0,0,0,0,13024,4728,0,0,0,0,3178,0,1754,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_welbionis",0,0,760,0,11440,0,0,12026,0,0,0,6834,0,0,0,0,0,49902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66476,0,0,0,0,0,0,0,0,0,0,0,0,0,10686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742,138,406,0,0,0,0,0,0,0,0,2140,0,0,162,0,3788,0,0,11780,0,0,0,0,0,0,0,0,0,0,0,17312,16530,0,0,624,0,0,0,0,0,0,0,0,0,0,0,3848,10736,0,0,0,0,0,0,56754.0000000001,0,0,0,0,0,0,0,0,3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_SGB15346",470124,0,0,0,0,0,0,0,0,513434,0,0,0,0,0,20002,0,0,11370,0,0,0,0,0,0,0,7954,0,0,0,0,0,0,0,0,0,516624,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66130.0000000001,1344,0,0,0,0,0,0,73036,5620,49322,0,0,0,0,196868,0,0,0,0,0,0,0,0,0,21322,36424,18538,39594,0,0,4460,0,0,0,0,0,0,0,0,2096,0,2604,0,0,0,0,0,85884,73555.9999999999,0,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117046,0,165272,0,0,0,9308,0,0,0,0,0,0,0,0,0,0,0,25214,0,221828,0,0,0,0,6312,0,0,0,0,0,0,0,0,0,21912,0,0,0,0,0,0,0,0,0,0,0,25092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59632,0,0,0,81710,0,92342,90764,0,9582,0,35304,0,0,0,216752,7106,0,0,424972,190994,0,0,0,739676,0,0,89731.9999999999,0,0,0,0,0,25576,0,0,554106,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii",0,1354850,0,0,0,0,0,0,0,0,531806,0,1110616,66104,0,0,0,0,0,0,0,933770,0,0,0,0,0,546184,0,0,0,0,2059924,524326,0,0,0,0,0,905378,0,0,648720,0,0,0,0,0,0,0,721151.999999999,0,0,0,0,0,0,0,49970,0,539612,0,0,0,980296.000000001,0,0,1839118,0,0,0,0,0,0,0,173336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39188,0,0,58993.9999999999,0,0,0,0,0,0,0,750356,0,0,0,0,89411.9999999999,0,0,0,0,0,0,0,0,0,1219266,70828,0,0,0,0,2028266,0,0,528286,0,0,725556,0,0,1906758,0,4089324,0,0,0,0,203970,0,0,0,0,0,0,0,0,903285.999999999,0,0,0,0,0,0,0,580644,0,0,0,0,0,0,268630,0,728066,0,37138,0,0,0,0,0,0,0,0,190946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214966,0,0,0,0,0,0,944645.999999999,787798,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6356,0,0,1966,0,9342,0,0,0,0,0,0,0,0,0,0,0,2910,0,0,0,0,3064,0,0,0,0,0,0,29440,0,38034,0,0,4036,0,0,0,0,0,0,0,37080,0,0,0,0,0,0,0,0,0,0,2410,0,0,0,0,0,0,0,0,0,0,9024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7772,0,0,0,0,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37070,2380,0,0,0,595236,0,0,0,0,9448,0,0,0,0,246034,1060,0,0,0,123400,0,0,0,0,0,296094,0,0,0,0,0,0,0,0,0,0,13360,75206,0,0,4144,0,0,0,0,0,6444,0,5916,0,0,0,0,0,0,0,0,0,0,0,13560,83636,0,25062,0,0,5870,25098,0,15546,0,0,0,53515.9999999999,0,0,0,23916,0,0,23630,0,0,0,0,0,32718,0,0,0,0,64,24526,30656,0,0,0,0,0,0,0,0,0,0,0,0,1224
