clade_name,SRR5903379,SRR5903386,SRR5903367,SRR5903381,SRR5903351,SRR5903340,SRR5903346,SRR5903327,SRR5903347,SRR5903352,SRR5903363,SRR5903384,SRR5903362,SRR5903366,SRR5903323,SRR5903371,SRR5903360,SRR5903380,SRR5903350,SRR5903330,SRR5903374,SRR5903378,SRR5903361,SRR5903368,SRR5903334,SRR5903333,SRR5903370,SRR5903365,SRR5903373,SRR5903325,SRR5903383,SRR5903354,SRR5903331,SRR5903375,SRR5903385,SRR5903328,SRR5903322,SRR5903343,SRR5903353,SRR5903357,SRR5903336,SRR5903338,SRR5903324,SRR5903344,SRR5903355,SRR5903345,SRR5903358,SRR5903335,SRR5903372,SRR5903356,SRR5903326,SRR5903377,SRR5903342,SRR5903376,SRR5903329,SRR5903321,SRR5903369,SRR5903364,SRR5903337,SRR5903341,SRR5903382,SRR5903332,SRR5903349,SRR5903339,SRR5903348,SRR5903359
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_SGB15164,133124,0,56776,1662,666,30794,0,292,0,0,367646,398524,10684,0,0,1744,2778,0,0,0,0,0,134464,76544,0,11754,3952,0,0,111310,14640,0,21658,8166,101250,0,16602,224472,0,0,443530,0,0,0,120034,0,27184,6176,702,7544,0,0,87938,0,14868,26540,0,0,0,18728,0,0,4330,0,277772,268472
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae|g__Pannonibacter|s__Pannonibacter_phragmitetus,136,6426,0,660,0,8652,0,0,0,0,3954,0,0,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,4024,0,0,276,1508,12070,0,0,0,3358,0,0,0,0,0,0,0,2058,4056,0,0,15012,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_insuavis,15710,35026,0,15374,0,37344,0,9692,3182,0,25924,19930,13726,0,26188,0,0,23624,0,14178,0,6194,5480,0,0,0,0,0,0,19124,12370,0,0,0,33634,12544,5418,13010,4268,65054,17130,5256,17068,19484,1052,2212,2452,0,0,7982,4518,33004,31430,15416,18886,58146,0,0,0,2218,12748,0,0,0,3774,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,9220,0,0,0,0,0,0,0,196570,967432,5480,0,25216,0,0,12488,11654,0,0,0,1656,3275378,383780,0,53602,1554,0,0,0,10904,0,138616,0,0,0,0,35614,6210,12266,0,0,0,48824,19374,407074,0,9776,0,1184,22034,3145954,0,0,65992,0,0,0,966806,655294,39482,0,0,18524,4368,551770,473890
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6608|s__GGB6608_SGB9342,421668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502626,0,0,0,49824,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182560,367524
k__Bacteria|p__Proteobacteria|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB6569|s__GGB6569_SGB9281,416676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466208,0,0,0,44888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,263942,97140,0,410804,8964,27988,268810,356086,552826,607512,2210178,0,5264,162992,7514,28978,191604,497170,0,0,40048,1999408,339204,344812,66262,53320,72716,0,202708,202564,1335096,444846,342508,21278,962052,361098,42002,2239598,1278522,99498,0,0,478908,1695558,340250,74446,735492,18008,69684,4084,1877522,0,861222,768842,1400050,46040,104598,564726,337970,55044,0,0,232780,61970,587638,393714
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,17682,616018,0,0,3186066,0,22514,1678,4926572,6294926,0,0,140222,5262,23635414,0,29786,8098,0,724922,3354410,0,0,61804,9862106,0,0,152662,3614,16018,50532,3654804,0,0,388864,4860,2180890,260,0,103992,0,3566424,1300,1832,0,0,66820,928,14436,131740,0,29838128,358522,17474,78776,0,174788,5392050,0,2674726,833910,45872,37308,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa,25164,1140308,0,0,0,0,0,0,0,0,0,0,0,40090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19652,531024,0,0,0,27106,0,0,0,0,37756,0,0,0,0,0,0,0,0,0,0,0,0,18474,0,775680,0,38736,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_guguanensis,635538,1302174,138200,681504,0,1216254,0,462016,320602,132586,871176,704544,500726,110364,834772,539600,127570,641540,0,531134,0,388592,291308,0,0,0,0,154138,0,707640,469496,230828,137646,266644,1073990,464760,320148,691612,547718,1668958,583828,519342,649814,803004,239666,638370,259060,0,170542,337120,366836,973736,988034,704834,686948,1637264,0,115330,261560,285432,557706,373258,139502,246550,257634,152264
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,7795524,0,225230,369188,897344,5153558,1135078,677102,6785104,0,3748670,1916342,449830,0,74588,224792,1078366,404562,4519516,0,6600222,0,30332174,18845788,9452,13445684,22562278,0,0,6794720,0,4275494,11653244,1170846,11147916,378594,732310,3724686,0,0,1907714,0,0,0,33870066,178256,9402782,6795772,947420,401838,0,0,9830260,0,0,6034140,0,45328,0,970868,0,193452,1610996,0,782114,390604
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,0,1733684,0,1416,66232,0,0,2340,2823088,0,0,0,0,105226,9988,0,210236,0,0,0,2272684,0,0,840736,0,0,0,0,0,0,398262,2198742,0,0,2857044,0,102240,0,0,1091798,0,0,0,0,0,0,0,0,289868,0,0,0,2022746,0,349540,0,286272,1898,0,100720,0,0,265160,0,0,0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_SGB14899,0,121852,0,114196,165242,76584,70794,107792,97848,87918,0,0,34746,4966,89412,0,47790,70278,0,0,16018,12006,0,702,18606,0,0,0,0,0,38652,81908,8780,0,25314,58944,268210,0,0,194026,0,17858,122760,0,0,26618,18200,0,29814,29310,11190,98350,24772,150466,34198,112192,34944,72620,70,324888,0,5252,66666,21968,171782,119764
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris,0,2356,0,0,0,374,0,0,0,0,0,0,0,0,7164,0,0,0,0,16034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,6426,0,0,0,3594,0,0,0,0,24596,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,0,7952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB2091,0,103028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22612,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microcella|s__Microcella_alkaliphila,0,254,0,0,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,36,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,430,148,0,0,1574,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii,0,68972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32890,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB62935,0,66862,0,0,0,0,0,0,0,12292,0,0,0,0,0,0,2226,0,0,0,0,0,0,0,2890,0,9980,0,0,0,0,0,15548,0,0,0,0,0,0,88640,0,0,0,0,0,0,18572,0,0,0,0,0,0,0,0,0,28416,10958,0,0,0,0,4416,0,0,0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,0,698112,0,972202,200006,1570600,295700,768426,0,1490848,683728,0,286050,12960,0,97834,380334,425986,893674,0,0,251060,1011224,15664,329506,614644,0,0,1356906,0,150412,0,0,0,134562,297376,700174,703104,515494,721006,0,0,0,576076,1050282,183502,7662,940892,180962,407530,236242,0,112732,0,132172,2231586,143110,1243410,76312,887262,0,109612,513356,0,199768,115838
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,0,47786,1022,11292,49112,154704,5068,13122,23548,27864,17658,16640,0,0,19228,0,3208,3242,858670,0,56446,0,0,69494,40134,0,105308,0,0,0,0,11886,76122,0,266622,3028,32360,19136,0,60018,18370,0,10764,0,0,0,83546,19954,0,0,0,26616,205020,20472,0,155014,28488,25632,0,45306,0,0,1758,0,7820,3266
k__Bacteria|p__Bacteria_unclassified|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14768,0,437624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267984,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763|f__FGB76763|g__GGB79973|s__GGB79973_SGB14341,0,121578,0,41560,0,0,0,45764,0,0,160856,3344,0,0,1904,22934,0,0,0,0,278,59738,0,129686,0,0,60962,0,0,0,952,0,30224,0,455582,0,0,192364,0,161776,2922,0,0,0,0,15372,34208,305672,0,0,44182,0,387192,0,0,0,20686,0,12608,0,0,0,0,0,59072,29712
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,0,3779614,0,80736,401334,0,0,82162,0,0,1822360,0,42362,3182,120094,0,380748,0,0,0,0,272592,26869100,1427240,0,2790028,1795482,0,1484,0,40818,0,6006382,0,15769332,0,9508592,1782614,146264,5213108,0,0,22764492,162202,32983972,546,5193288,0,149552,42706,235080,0,14831466,27762162,33670,0,548906,380,26396,11929302,0,0,413508,5178096,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii,0,585396,0,3219460,179978,0,0,1347466,0,0,0,0,244946,173262,0,0,503472,0,0,0,0,0,0,0,0,0,0,0,0,0,931308,0,0,0,0,0,2521570,0,0,809712,0,0,0,0,0,277440,0,0,160672,246472,0,0,0,0,899174,0,70494,0,0,3212926,0,28222,707784,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,0,24972634,0,17774774,0,0,4776378,11943710,12520,9487362,168102,0,591104,0,0,0,1818376,41321820,0,0,0,3855206,0,0,596748,0,4404046,0,0,0,0,0,10945662,0,0,33665974,0,125464,198894,31209360,0,0,0,232724,0,1902796,8518212,0,717906,556578,3573706,0,0,0,0,0,4279556,8230312,422080,0,0,63774,2274286,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,0,113174,36041808,850038,0,0,66538,677416,0,0,1873570,172733186,44290,0,12814136,0,1226230,395552,0,204591634,0,30955828,114144,42514,0,5512,1265956,33962672,0,0,720,0,4786880,0,790446,320902,0,1902090,218364,15396,154279154,2637514,1591896,234498,128942,114024,4074352,0,520342,53236,29971374,15067624,683510,2155894,0,0,12190,3494,5787474,0,199369088,846,1772688,310840,35066,17722
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus,0,12732228,0,31699778,1822550,4971600,5742090,20869040,4528926,25843684,28763678,0,7080296,2289714,52112008,0,5271192,43301714,144586,0,216070,0,1376674,1312534,2658580,33184,4985266,0,990850,0,10397472,2859964,21292448,0,12875934,35424752,12377842,28624876,26352314,16331340,0,13062080,0,30853926,1822070,3519542,19721182,16778,2832434,6366522,1006,64548196,12324936,19626,11195248,3577010,2235050,24890480,0,15254340,0,1069674,7301326,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB3583|s__GGB3583_SGB4799,0,5984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185186,2694,0,22040,0,0,0,0,0,0,0,0,39146,0,0,0,0,12324,0,0,0,0,195844,0,0,0,0,0,0,0,29996,0,0,0,0,0,0,0,0,0,0,0,15254,10248
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_SGB15260,0,6473820,0,0,96046,1933148,0,0,0,0,0,0,118142,0,0,0,2694,960,157876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175098,0,0,9245586,0,0,0,0,0,0,0,0,808,95654,0,0,0,0,0,2311838,1842176,0,0,222418,0,14640,2688,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_faecalis,0,670900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196522,897240,0,0,0,236680,0,0,0,0,60004,0,0,0,0,0,0,0,82336,0,0,0,0,0,407994,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_dispar,0,3810528,0,0,15168,156952,0,0,0,454600,0,0,32758,0,0,5936,0,0,0,0,0,0,1092658,0,24342,83014,0,0,0,0,0,0,0,0,0,0,236402,0,0,4875980,0,0,0,0,1293512,0,238,0,0,25998,0,0,0,0,0,148908,390148,431500,0,301224,0,326,0,0,292332,224644
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis,0,1277102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170606,2035730,0,0,0,216708,0,0,0,0,0,0,0,0,0,0,0,0,135516,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,0,5320608,0,236046,0,0,34748,239598,0,0,0,0,0,0,49320,0,293736,275200,0,0,0,0,3890666,1248966,0,117266,0,0,0,0,0,0,0,0,6314964,239834,0,0,0,4748156,0,0,0,0,4574444,9978,0,0,107958,0,0,0,6006588,0,0,0,1026132,0,0,0,0,0,382354,0,0,0
k__Bacteria|p__Bacteroidetes|c__CFGB59744|o__OFGB59744|f__FGB59744|g__GGB59744|s__GGB59744_SGB2275,0,4967820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6515842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765202,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__CFGB635|o__OFGB635|f__FGB635|g__GGB1543|s__GGB1543_SGB2126,0,322866,0,0,0,0,85926,0,0,0,0,0,0,0,0,0,0,813812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559678,0,0,0,418290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78698,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum,0,4344,0,0,0,0,0,0,0,0,0,0,0,7660,0,0,0,0,0,39294,0,0,0,0,0,0,0,6724,0,0,46740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41014,0,0,0,0,0,40326,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33512|s__GGB33512_SGB15201,0,480132,0,0,16572,0,0,2510,0,58488,0,4944,0,5878,113432,0,1610,0,0,0,0,0,555752,11225652,16376,156900,0,0,0,0,67520,0,0,0,14192508,0,21910,0,0,460934,6354,0,0,0,518948,0,0,0,0,0,0,0,11374472,0,63610,0,662616,59992,0,26922,0,0,2652,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33512|s__GGB33512_SGB15203,0,164802,0,0,7744,59670,0,0,32836,10598,0,0,0,5756,0,4282,0,0,2512,0,8140,0,0,0,7744,0,0,0,0,0,74622,22800,0,0,0,0,4108,0,0,146404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70028,95336,207974,8826,0,7886,0,0,2614,0,57108,26820
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB9582|s__GGB9582_SGB4865,0,38484,0,57140,0,0,0,36666,0,12830,0,0,0,0,0,0,0,0,0,0,0,2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236,63438,0,0,0,1906,0,16706,0,0,0,0,1652,0,0,0,0,0,1550,7734,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15028,0,28848,0,0,0,0,0,0,156170,0,0,0,0,0,0,203182,169966,0,0,0,6340,0,0,0,0,0,0,0,0,0,0,98186,0,0,0,0,4588,0,0,40498,0,0,0,0,0,0,0,0,52500,0,0,0,0,0,0,0,1934,0,0,4860,0,0,253120,0,695944,476602
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri,0,7506,0,0,0,0,0,0,0,3544,0,0,0,0,41370,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9994,0,20068,0,0,0,0,0,0,0,0,0,60392,0,0,0,0,0,3370,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB45491|s__GGB45491_SGB63163,0,143108,0,11234,0,15468,0,12558,77116,16456,0,0,0,0,0,0,0,0,170,0,50512,0,0,28916,3206,0,0,0,0,0,1208,39866,0,0,152432,0,0,0,0,117076,0,0,0,0,0,0,0,0,0,0,0,0,124040,0,0,16690,50984,17392,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB14137,0,605120,0,130328,0,1144,0,148778,0,2460,0,0,0,13906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117770,0,0,0,0,0,0,0,0,869658,0,0,0,0,0,9630,0,0,0,0,0,0,0,0,126944,0,56742,3026,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans,0,24468,0,0,0,0,0,0,0,0,6872,0,0,0,3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,8744,0,33612,0,730,0,0,0,0,0,2256,0,0,0,5812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB1262|o__OFGB1262|f__FGB1262|g__GGB3061|s__GGB3061_SGB4063,0,23548,0,0,0,0,0,0,37512,11978,10332,0,0,0,0,904,10512,0,0,0,31746,0,11534,17876,26666,23666,0,0,0,0,1528,30484,0,0,67300,0,0,10456,0,39032,0,0,0,0,13366,0,0,9430,15622,0,0,0,57780,0,1890,0,11052,7208,0,0,0,0,11182,0,14246,4710
k__Bacteria|p__Firmicutes|c__CFGB1473|o__OFGB1473|f__FGB1473|g__GGB3730|s__GGB3730_SGB5060,0,119412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33194,0,0,0,0,0,0,0,0,0,0,0,287266,0,0,0,0,0,0,0,0,0,73440,124854,0,0,22128,68642,0,0,0,0,59506,0,0,0,0,34044,0,0,125798,0,0,0,0,0,43822,8272,0,0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3817|s__GGB3817_SGB5182,0,20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18060,282306,0,0,17096,0,0,0,0,0,0,0,0,0,0,0,0,0,51894,0,0,0,0,330872,0,0,0,0,0,18122,0,0,0,0,0,23008,0,1674,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB14020,0,43494,0,0,0,0,0,0,24278,0,0,0,0,8782,0,0,31790,0,0,0,0,0,0,0,0,0,0,0,0,0,117378,19128,0,0,0,0,0,0,0,62524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119952,0,636,0,0,0,0,0,56876,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB2863|o__OFGB2863|f__FGB2863|g__GGB45495|s__GGB45495_SGB63167,0,812,0,0,0,0,0,0,18376,0,0,0,0,0,0,0,0,0,0,0,20968,0,51294,17746,0,11284,0,0,0,0,0,9698,0,0,80354,0,0,0,0,650,0,0,0,0,59484,0,0,0,0,0,0,0,66306,0,0,0,1660,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB2915|o__OFGB2915|f__FGB2915|g__GGB36267|s__GGB36267_SGB14177,0,303836,0,0,726,265760,0,0,16018,54866,0,12982,0,0,0,0,6144,0,0,0,0,0,11930,324,0,0,0,0,0,0,0,9380,0,0,9520,0,34306,0,0,373576,11792,0,0,0,15838,0,0,0,2068,0,0,0,6618,0,0,323612,81212,56140,0,39736,0,0,10246,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9302|s__GGB9302_SGB14263,0,2437276,0,0,2006,0,0,0,0,0,0,0,9526,0,0,0,52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45294,0,0,2934860,0,0,0,0,0,0,0,0,10256,5410,0,0,0,0,0,0,529038,0,0,60888,0,0,71734,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB31234|s__GGB31234_SGB14869,0,828,0,0,0,62064,0,0,0,29130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63754,0,31406,0,3298,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB52130|s__GGB52130_SGB14966,0,2338,0,14836,30906,18776,2948,11470,0,996,0,0,7496,0,0,882,6104,7556,0,0,0,0,0,3148,0,0,0,0,0,0,7266,0,0,0,16328,8770,50254,0,0,3626,0,0,2692,0,0,636,0,0,1804,5584,0,0,13150,4342,7526,21820,3658,532,0,61530,0,1450,8520,0,37522,19224
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9770|s__GGB9770_SGB15389,0,1814960,0,0,0,0,0,0,1734798,0,0,0,0,0,0,7028,0,0,0,0,875928,0,1152320,0,2164,776536,0,0,0,0,0,1029218,0,0,0,0,0,0,0,1649246,0,0,0,0,1247878,0,0,0,0,0,0,0,0,0,0,0,1495466,7614,0,0,0,0,488,0,54428,24308
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9512|s__GGB9512_SGB14909,0,729898,0,888764,36148,0,1204358,729940,775288,0,1157446,0,31236,119720,24988,9970,55838,864878,0,0,196880,0,1505886,1051390,0,49522,270278,0,1694190,0,811122,582166,664408,0,3186620,623738,48318,984858,1304964,927106,0,0,0,1593410,1763178,296268,903762,179014,15812,22444,0,0,2673726,0,769406,0,174428,3124,0,53234,0,6866,83898,0,268452,143164
k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647|s__GGB51647_SGB4348,0,2016898,0,0,0,0,0,0,1376,0,0,0,0,51576,0,0,0,0,0,0,0,0,0,0,0,0,16767494,0,0,0,261316,0,18602026,0,0,0,0,0,0,2542554,0,0,596778,0,0,0,18168934,0,0,0,0,0,0,1094884,267096,0,384774,24662,0,0,0,0,0,227296,0,0
k__Bacteria|p__Firmicutes|c__CFGB75922|o__OFGB75922|f__FGB75922|g__GGB34900|s__GGB34900_SGB14891,0,108014,0,0,0,15398,0,0,0,0,0,0,0,0,0,0,8582,0,0,0,0,0,128620,14274,0,0,1550,0,0,0,0,1080,11860,0,124894,0,10820,0,0,154712,0,0,18942,0,120414,0,20840,0,4486,0,0,0,125022,26488,0,27050,11758,0,0,14312,0,0,14698,1790,35748,18072
